Entity ID,Entity Contentful Link,Entity Name,Content Type,Field,Parent Page Entity ID,Parent Page Type,Parent Page Contentful Link,Parent Page Name,Parent page slug,full /en/ link,Link context summary,Replacement link,Replacement reasoning
6lXe583WmthRJa2jlhB0vi,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/6lXe583WmthRJa2jlhB0vi,Customer communication management strategy: our guide,resourcePage,introduction,6lXe583WmthRJa2jlhB0vi,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/6lXe583WmthRJa2jlhB0vi,Customer communication management strategy: our guide,de-DE=lernen/kundenkommunikation/strategien-fuer-das-customer-communications-management; en=learn/customer-communications/customer-communication-management-strategy-guide; en-US=learn/customer-communications/ccm-strategy-guide; es=aprender/comunicacion-con-los-clientes/estrategia-de-gestion-de-comunicaciones-con-el-cliente; fr-FR=apprendre/communication-clients/strategie-gestion-communication-client; it-IT=imparare/comunicazione-con-i-clienti/la-strategia-di-gestione-delle-comunicazioni-con-la-clientela; ja-JP=manabi/kasutamkomyunikeshon-kanri/kasutamakomyunikeshon-kanri-senryaku; nl-NL=leren/klantcommunicatie/strategie-voor-klantcommunicatiebeheer,/en/learn/customer-communication-management,"Referenced from ""Customer communication management strategy: our guide"" (resourcePage) at slug ""de-DE=lernen/kundenkommunikation/strategien-fuer-das-customer-communications-management; en=learn/customer-communications/customer-communication-management-strategy-guide; en-US=learn/customer-communications/ccm-strategy-guide; es=aprender/comunicacion-con-los-clientes/estrategia-de-gestion-de-comunicaciones-con-el-cliente; fr-FR=apprendre/communication-clients/strategie-gestion-communication-client; it-IT=imparare/comunicazione-con-i-clienti/la-strategia-di-gestione-delle-comunicazioni-con-la-clientela; ja-JP=manabi/kasutamkomyunikeshon-kanri/kasutamakomyunikeshon-kanri-senryaku; nl-NL=leren/klantcommunicatie/strategie-voor-klantcommunicatiebeheer"" via resourcePage / introduction targeting ""What is Customer Communication Management (CCM)?"".",https://prd.quadient.mmt.digital/en-us/learn/customer-communications/customer-communication-management,"Original target is ""What is Customer Communication Management (CCM)?"". ""What is customer communication management?"" is the closest new-site match. Shared topic terms include customer, communication, management, communications. It stays within the customer communications area. It also matches the ebook paper intent. Signals: same terminal slug; new title contained in old title; strong title/topic token overlap; matches customer communications topic."
1JVixh4kCnGFDVt2b8JuRt,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/1JVixh4kCnGFDVt2b8JuRt,Customer communication management strategy: our guide - Content,richTextBlock,content,6lXe583WmthRJa2jlhB0vi,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/6lXe583WmthRJa2jlhB0vi,Customer communication management strategy: our guide,de-DE=lernen/kundenkommunikation/strategien-fuer-das-customer-communications-management; en=learn/customer-communications/customer-communication-management-strategy-guide; en-US=learn/customer-communications/ccm-strategy-guide; es=aprender/comunicacion-con-los-clientes/estrategia-de-gestion-de-comunicaciones-con-el-cliente; fr-FR=apprendre/communication-clients/strategie-gestion-communication-client; it-IT=imparare/comunicazione-con-i-clienti/la-strategia-di-gestione-delle-comunicazioni-con-la-clientela; ja-JP=manabi/kasutamkomyunikeshon-kanri/kasutamakomyunikeshon-kanri-senryaku; nl-NL=leren/klantcommunicatie/strategie-voor-klantcommunicatiebeheer,/en/blog/what-puts-customers-about-brand-communications,"Referenced from ""Customer communication management strategy: our guide"" (resourcePage) at slug ""de-DE=lernen/kundenkommunikation/strategien-fuer-das-customer-communications-management; en=learn/customer-communications/customer-communication-management-strategy-guide; en-US=learn/customer-communications/ccm-strategy-guide; es=aprender/comunicacion-con-los-clientes/estrategia-de-gestion-de-comunicaciones-con-el-cliente; fr-FR=apprendre/communication-clients/strategie-gestion-communication-client; it-IT=imparare/comunicazione-con-i-clienti/la-strategia-di-gestione-delle-comunicazioni-con-la-clientela; ja-JP=manabi/kasutamkomyunikeshon-kanri/kasutamakomyunikeshon-kanri-senryaku; nl-NL=leren/klantcommunicatie/strategie-voor-klantcommunicatiebeheer"" via richTextBlock / content on ""Customer communication management strategy: our guide - Content"" targeting ""What puts customers off about brand communications?"".",https://prd.quadient.mmt.digital/en-us/blog/place-new-opportunities-your-customers-fingertips-leveraging-dynamic-communications-drive,"Original target is ""What puts customers off about brand communications?"". ""Place New Opportunities at Your Customers’ Fingertips: Leveraging Dynamic Communications to Drive Engagement"" is the closest new-site match. Shared topic terms include customers, customer, communications, communication, blog. It stays within the customer communications area. It also matches the ebook paper intent. Signals: strong title/topic token overlap; keeps blog/article destination type; matches customer communications topic."
1JVixh4kCnGFDVt2b8JuRt,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/1JVixh4kCnGFDVt2b8JuRt,Customer communication management strategy: our guide - Content,richTextBlock,content,6lXe583WmthRJa2jlhB0vi,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/6lXe583WmthRJa2jlhB0vi,Customer communication management strategy: our guide,de-DE=lernen/kundenkommunikation/strategien-fuer-das-customer-communications-management; en=learn/customer-communications/customer-communication-management-strategy-guide; en-US=learn/customer-communications/ccm-strategy-guide; es=aprender/comunicacion-con-los-clientes/estrategia-de-gestion-de-comunicaciones-con-el-cliente; fr-FR=apprendre/communication-clients/strategie-gestion-communication-client; it-IT=imparare/comunicazione-con-i-clienti/la-strategia-di-gestione-delle-comunicazioni-con-la-clientela; ja-JP=manabi/kasutamkomyunikeshon-kanri/kasutamakomyunikeshon-kanri-senryaku; nl-NL=leren/klantcommunicatie/strategie-voor-klantcommunicatiebeheer,/en/learn/customer-communication-management/choosing-your-customer-communication-channels,"Referenced from ""Customer communication management strategy: our guide"" (resourcePage) at slug ""de-DE=lernen/kundenkommunikation/strategien-fuer-das-customer-communications-management; en=learn/customer-communications/customer-communication-management-strategy-guide; en-US=learn/customer-communications/ccm-strategy-guide; es=aprender/comunicacion-con-los-clientes/estrategia-de-gestion-de-comunicaciones-con-el-cliente; fr-FR=apprendre/communication-clients/strategie-gestion-communication-client; it-IT=imparare/comunicazione-con-i-clienti/la-strategia-di-gestione-delle-comunicazioni-con-la-clientela; ja-JP=manabi/kasutamkomyunikeshon-kanri/kasutamakomyunikeshon-kanri-senryaku; nl-NL=leren/klantcommunicatie/strategie-voor-klantcommunicatiebeheer"" via richTextBlock / content on ""Customer communication management strategy: our guide - Content"" targeting ""Choosing Customer Communication Channels in 2023"".",https://prd.quadient.mmt.digital/en-us/learn/customer-communications/choosing-customer-communication-channels,"Original target is ""Choosing Customer Communication Channels in 2023"". ""Choosing your customer communication channels"" is the closest new-site match. Shared topic terms include choosing, choos, customer, communication, channels. It stays within the customer communications area. It also matches the ebook paper intent. Signals: strong title/topic token overlap; matches customer communications topic."
1JVixh4kCnGFDVt2b8JuRt,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/1JVixh4kCnGFDVt2b8JuRt,Customer communication management strategy: our guide - Content,richTextBlock,content,6lXe583WmthRJa2jlhB0vi,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/6lXe583WmthRJa2jlhB0vi,Customer communication management strategy: our guide,de-DE=lernen/kundenkommunikation/strategien-fuer-das-customer-communications-management; en=learn/customer-communications/customer-communication-management-strategy-guide; en-US=learn/customer-communications/ccm-strategy-guide; es=aprender/comunicacion-con-los-clientes/estrategia-de-gestion-de-comunicaciones-con-el-cliente; fr-FR=apprendre/communication-clients/strategie-gestion-communication-client; it-IT=imparare/comunicazione-con-i-clienti/la-strategia-di-gestione-delle-comunicazioni-con-la-clientela; ja-JP=manabi/kasutamkomyunikeshon-kanri/kasutamakomyunikeshon-kanri-senryaku; nl-NL=leren/klantcommunicatie/strategie-voor-klantcommunicatiebeheer,/en/learn/customer-communication-management/choosing-your-customer-communication-software,"Referenced from ""Customer communication management strategy: our guide"" (resourcePage) at slug ""de-DE=lernen/kundenkommunikation/strategien-fuer-das-customer-communications-management; en=learn/customer-communications/customer-communication-management-strategy-guide; en-US=learn/customer-communications/ccm-strategy-guide; es=aprender/comunicacion-con-los-clientes/estrategia-de-gestion-de-comunicaciones-con-el-cliente; fr-FR=apprendre/communication-clients/strategie-gestion-communication-client; it-IT=imparare/comunicazione-con-i-clienti/la-strategia-di-gestione-delle-comunicazioni-con-la-clientela; ja-JP=manabi/kasutamkomyunikeshon-kanri/kasutamakomyunikeshon-kanri-senryaku; nl-NL=leren/klantcommunicatie/strategie-voor-klantcommunicatiebeheer"" via richTextBlock / content on ""Customer communication management strategy: our guide - Content"" targeting ""Choosing your CCM Software in 2026"".",https://prd.quadient.mmt.digital/en-us/learn/customer-communications/choosing-customer-communication-software,"Original target is ""Choosing your CCM Software in 2026"". ""Choosing your customer communication management software"" is the closest new-site match. Shared topic terms include choosing, choos, ccm, customer, communications. It stays within the customer communications area. It also matches the ebook paper intent. Signals: strong title/topic token overlap; matches customer communications topic."
1JVixh4kCnGFDVt2b8JuRt,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/1JVixh4kCnGFDVt2b8JuRt,Customer communication management strategy: our guide - Content,richTextBlock,content,6lXe583WmthRJa2jlhB0vi,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/6lXe583WmthRJa2jlhB0vi,Customer communication management strategy: our guide,de-DE=lernen/kundenkommunikation/strategien-fuer-das-customer-communications-management; en=learn/customer-communications/customer-communication-management-strategy-guide; en-US=learn/customer-communications/ccm-strategy-guide; es=aprender/comunicacion-con-los-clientes/estrategia-de-gestion-de-comunicaciones-con-el-cliente; fr-FR=apprendre/communication-clients/strategie-gestion-communication-client; it-IT=imparare/comunicazione-con-i-clienti/la-strategia-di-gestione-delle-comunicazioni-con-la-clientela; ja-JP=manabi/kasutamkomyunikeshon-kanri/kasutamakomyunikeshon-kanri-senryaku; nl-NL=leren/klantcommunicatie/strategie-voor-klantcommunicatiebeheer,/en/resources/inspire-flex-customer-communications-digital-first-future,"Referenced from ""Customer communication management strategy: our guide"" (resourcePage) at slug ""de-DE=lernen/kundenkommunikation/strategien-fuer-das-customer-communications-management; en=learn/customer-communications/customer-communication-management-strategy-guide; en-US=learn/customer-communications/ccm-strategy-guide; es=aprender/comunicacion-con-los-clientes/estrategia-de-gestion-de-comunicaciones-con-el-cliente; fr-FR=apprendre/communication-clients/strategie-gestion-communication-client; it-IT=imparare/comunicazione-con-i-clienti/la-strategia-di-gestione-delle-comunicazioni-con-la-clientela; ja-JP=manabi/kasutamkomyunikeshon-kanri/kasutamakomyunikeshon-kanri-senryaku; nl-NL=leren/klantcommunicatie/strategie-voor-klantcommunicatiebeheer"" via richTextBlock / content on ""Customer communication management strategy: our guide - Content"" targeting ""Inspire Flex: CCM for a Digital-First Future"".",https://prd.quadient.mmt.digital/en-us/ebooks-papers/what-ccm,"Original target is ""Inspire Flex: CCM for a Digital-First Future"". ""What is CCM?"" is the closest new-site match. Shared topic terms include inspire, ccm, customer, communications, management. It stays within the customer communications area. It also matches the video intent. Signals: matches video resource type; matches customer communications topic."
1JVixh4kCnGFDVt2b8JuRt,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/1JVixh4kCnGFDVt2b8JuRt,Customer communication management strategy: our guide - Content,richTextBlock,content,6lXe583WmthRJa2jlhB0vi,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/6lXe583WmthRJa2jlhB0vi,Customer communication management strategy: our guide,de-DE=lernen/kundenkommunikation/strategien-fuer-das-customer-communications-management; en=learn/customer-communications/customer-communication-management-strategy-guide; en-US=learn/customer-communications/ccm-strategy-guide; es=aprender/comunicacion-con-los-clientes/estrategia-de-gestion-de-comunicaciones-con-el-cliente; fr-FR=apprendre/communication-clients/strategie-gestion-communication-client; it-IT=imparare/comunicazione-con-i-clienti/la-strategia-di-gestione-delle-comunicazioni-con-la-clientela; ja-JP=manabi/kasutamkomyunikeshon-kanri/kasutamakomyunikeshon-kanri-senryaku; nl-NL=leren/klantcommunicatie/strategie-voor-klantcommunicatiebeheer,/en/resources/quadient-inspire-suite-overview,"Referenced from ""Customer communication management strategy: our guide"" (resourcePage) at slug ""de-DE=lernen/kundenkommunikation/strategien-fuer-das-customer-communications-management; en=learn/customer-communications/customer-communication-management-strategy-guide; en-US=learn/customer-communications/ccm-strategy-guide; es=aprender/comunicacion-con-los-clientes/estrategia-de-gestion-de-comunicaciones-con-el-cliente; fr-FR=apprendre/communication-clients/strategie-gestion-communication-client; it-IT=imparare/comunicazione-con-i-clienti/la-strategia-di-gestione-delle-comunicazioni-con-la-clientela; ja-JP=manabi/kasutamkomyunikeshon-kanri/kasutamakomyunikeshon-kanri-senryaku; nl-NL=leren/klantcommunicatie/strategie-voor-klantcommunicatiebeheer"" via richTextBlock / content on ""Customer communication management strategy: our guide - Content"" targeting ""Quadient Inspire Platform"".",https://prd.quadient.mmt.digital/en-us/ebooks-papers/inspire-flex-datasheet,"Original target is ""Quadient Inspire Platform"". ""Inspire Flex Datasheet"" is the closest new-site match. Shared topic terms include inspire, platform. It stays within the customer communications area. It also matches the ebook paper intent. Signals: strong title/topic token overlap; matches downloadable resource type; matches customer communications topic."
7b14XStYQeSqXOGuhheIlK,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/7b14XStYQeSqXOGuhheIlK,Customer experience and brand promise: Aligning the customer journey for loyalty and growth - Content,richTextBlock,content,7zkcwc0HmlgkTGb114GoFK,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/7zkcwc0HmlgkTGb114GoFK,Customer experience and brand promise: Aligning the customer journey for loyalty and growth,learn/customer-communications/cx-brand-promise,/en/blog/creating-customer-centric-culture-four-steps-get-started,"Referenced from ""Customer experience and brand promise: Aligning the customer journey for loyalty and growth"" (resourcePage) at slug ""learn/customer-communications/cx-brand-promise"" via richTextBlock / content on ""Customer experience and brand promise: Aligning the customer journey for loyalty and growth - Content"" targeting ""4 Steps to Creating a Customer-Centric Culture"".",https://prd.quadient.mmt.digital/en-us/blog/four-steps-improving-insurance-policyholder-customer-experience,"Original target is ""4 Steps to Creating a Customer-Centric Culture"". ""Four steps for improving insurance policyholder customer experience"" is the closest new-site match. Shared topic terms include steps, step, customer, blog, four. It stays within the customer communications area. It also matches the blog intent. Signals: strong URL token overlap; keeps blog/article destination type; matches customer communications topic."
7b14XStYQeSqXOGuhheIlK,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/7b14XStYQeSqXOGuhheIlK,Customer experience and brand promise: Aligning the customer journey for loyalty and growth - Content,richTextBlock,content,7zkcwc0HmlgkTGb114GoFK,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/7zkcwc0HmlgkTGb114GoFK,Customer experience and brand promise: Aligning the customer journey for loyalty and growth,learn/customer-communications/cx-brand-promise,/en/blog/dear-first-name-its-time-get-personal,"Referenced from ""Customer experience and brand promise: Aligning the customer journey for loyalty and growth"" (resourcePage) at slug ""learn/customer-communications/cx-brand-promise"" via richTextBlock / content on ""Customer experience and brand promise: Aligning the customer journey for loyalty and growth - Content"" targeting ""Personalize Your Touch - Better CX"".",https://prd.quadient.mmt.digital/en-us/blog/four-steps-improving-insurance-policyholder-customer-experience,"Original target is ""Personalize Your Touch - Better CX"". ""Four steps for improving insurance policyholder customer experience"" is the closest new-site match. Shared topic terms include personalize, blog. It stays within the customer communications area. It also matches the blog intent. Signals: keeps blog/article destination type; matches customer communications topic."
3An9XPFGw2qcyCq8kYPg7C,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/3An9XPFGw2qcyCq8kYPg7C,Customer experience management maturity model: assess where you fit!,resourcePage,introduction,3An9XPFGw2qcyCq8kYPg7C,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/3An9XPFGw2qcyCq8kYPg7C,Customer experience management maturity model: assess where you fit!,de-DE=lernen/kundenkommunikation/reifegrad-des-customer-experience-management; en-US=learn/customer-communications/cxm-maturity-model; es=aprender/comunicacion-con-los-clientes/madurez-de-la-gestion-de-la-experiencia-del-cliente; fr-FR=apprendre/communication-clients/maturite-gestion-experience-client; it-IT=imparare/comunicazione-con-i-clienti/la-maturita-del-customer-experience-management; ja-JP=manabi/kasutamaekusuperiensu-kanri/kasutamaekusuperiensu-kanri-no-seijuku-do; nl-NL=leren/klantcommunicatie/volwassenheid-van-het-beheer-van-klantervaringen,/en/learn/customer-experience-management,"Referenced from ""Customer experience management maturity model: assess where you fit!"" (resourcePage) at slug ""de-DE=lernen/kundenkommunikation/reifegrad-des-customer-experience-management; en-US=learn/customer-communications/cxm-maturity-model; es=aprender/comunicacion-con-los-clientes/madurez-de-la-gestion-de-la-experiencia-del-cliente; fr-FR=apprendre/communication-clients/maturite-gestion-experience-client; it-IT=imparare/comunicazione-con-i-clienti/la-maturita-del-customer-experience-management; ja-JP=manabi/kasutamaekusuperiensu-kanri/kasutamaekusuperiensu-kanri-no-seijuku-do; nl-NL=leren/klantcommunicatie/volwassenheid-van-het-beheer-van-klantervaringen"" via resourcePage / introduction targeting ""What is Customer Experience Management (CXM)?"".",https://prd.quadient.mmt.digital/en-us/learn/customer-communications/customer-experience-management,"Original target is ""What is Customer Experience Management (CXM)?"". ""What is customer experience management (CXM)?"" is the closest new-site match. Shared topic terms include customer, experience, management, cxm. It stays within the customer communications area. It also matches the ebook paper intent. Signals: same terminal slug; same page title; strong title/topic token overlap; matches customer communications topic."
K6i5XWjmSd885jNsqPYGl,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/K6i5XWjmSd885jNsqPYGl,Customer experience management maturity model: assess where you fit! - Content,richTextBlock,content,3An9XPFGw2qcyCq8kYPg7C,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/3An9XPFGw2qcyCq8kYPg7C,Customer experience management maturity model: assess where you fit!,de-DE=lernen/kundenkommunikation/reifegrad-des-customer-experience-management; en-US=learn/customer-communications/cxm-maturity-model; es=aprender/comunicacion-con-los-clientes/madurez-de-la-gestion-de-la-experiencia-del-cliente; fr-FR=apprendre/communication-clients/maturite-gestion-experience-client; it-IT=imparare/comunicazione-con-i-clienti/la-maturita-del-customer-experience-management; ja-JP=manabi/kasutamaekusuperiensu-kanri/kasutamaekusuperiensu-kanri-no-seijuku-do; nl-NL=leren/klantcommunicatie/volwassenheid-van-het-beheer-van-klantervaringen,/en/learn/customer-experience-management/customer-experience-software,"Referenced from ""Customer experience management maturity model: assess where you fit!"" (resourcePage) at slug ""de-DE=lernen/kundenkommunikation/reifegrad-des-customer-experience-management; en-US=learn/customer-communications/cxm-maturity-model; es=aprender/comunicacion-con-los-clientes/madurez-de-la-gestion-de-la-experiencia-del-cliente; fr-FR=apprendre/communication-clients/maturite-gestion-experience-client; it-IT=imparare/comunicazione-con-i-clienti/la-maturita-del-customer-experience-management; ja-JP=manabi/kasutamaekusuperiensu-kanri/kasutamaekusuperiensu-kanri-no-seijuku-do; nl-NL=leren/klantcommunicatie/volwassenheid-van-het-beheer-van-klantervaringen"" via richTextBlock / content on ""Customer experience management maturity model: assess where you fit! - Content"" targeting ""Customer Experience Management Software: How to choose the right CXM Solution for your Company in 2023"".",https://prd.quadient.mmt.digital/en-us/learn/customer-communications/customer-experience-software,"Original target is ""Customer Experience Management Software: How to choose the right CXM Solution for your Company in 2023"". ""Customer experience management software: how to choose the right CXM solution for your company"" is the closest new-site match. Shared topic terms include customer, experience, management, software, choose. It stays within the customer communications area. Signals: same terminal slug; new title contained in old title; strong title/topic token overlap; matches customer communications topic."
K6i5XWjmSd885jNsqPYGl,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/K6i5XWjmSd885jNsqPYGl,Customer experience management maturity model: assess where you fit! - Content,richTextBlock,content,3An9XPFGw2qcyCq8kYPg7C,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/3An9XPFGw2qcyCq8kYPg7C,Customer experience management maturity model: assess where you fit!,de-DE=lernen/kundenkommunikation/reifegrad-des-customer-experience-management; en-US=learn/customer-communications/cxm-maturity-model; es=aprender/comunicacion-con-los-clientes/madurez-de-la-gestion-de-la-experiencia-del-cliente; fr-FR=apprendre/communication-clients/maturite-gestion-experience-client; it-IT=imparare/comunicazione-con-i-clienti/la-maturita-del-customer-experience-management; ja-JP=manabi/kasutamaekusuperiensu-kanri/kasutamaekusuperiensu-kanri-no-seijuku-do; nl-NL=leren/klantcommunicatie/volwassenheid-van-het-beheer-van-klantervaringen,/en/learn/customer-experience-management/omnichannel-customer-experience,"Referenced from ""Customer experience management maturity model: assess where you fit!"" (resourcePage) at slug ""de-DE=lernen/kundenkommunikation/reifegrad-des-customer-experience-management; en-US=learn/customer-communications/cxm-maturity-model; es=aprender/comunicacion-con-los-clientes/madurez-de-la-gestion-de-la-experiencia-del-cliente; fr-FR=apprendre/communication-clients/maturite-gestion-experience-client; it-IT=imparare/comunicazione-con-i-clienti/la-maturita-del-customer-experience-management; ja-JP=manabi/kasutamaekusuperiensu-kanri/kasutamaekusuperiensu-kanri-no-seijuku-do; nl-NL=leren/klantcommunicatie/volwassenheid-van-het-beheer-van-klantervaringen"" via richTextBlock / content on ""Customer experience management maturity model: assess where you fit! - Content"" targeting ""What is Omnichannel Customer Experience? Our Full Guide for 2023"".",https://prd.quadient.mmt.digital/en-us/learn/customer-communications/omnichannel-customer-experience,"Original target is ""What is Omnichannel Customer Experience? Our Full Guide for 2023"". ""What is omnichannel customer experience? Our full guide"" is the closest new-site match. Shared topic terms include omnichannel, customer, experience, full, 2023. It stays within the customer communications area. It also matches the ebook paper intent. Signals: same terminal slug; new title contained in old title; strong title/topic token overlap; matches customer communications topic."
5N7SRt8gjTooKjIzeQcQuN,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/5N7SRt8gjTooKjIzeQcQuN,Make informed CCM purchase decisons with these expert insights (en-US),ctaItem,fallbackUrl,Sx72u0KzJ1bCTBqNepGap,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/Sx72u0KzJ1bCTBqNepGap,Customer experience management software: how to choose the right CXM solution for your company,de-DE=lernen/kundenkommunikation/software-fuer-das-customer-experience-management; en=learn/customer-communications/customer-experience-software-how-to-choose; en-GB=learn/customer-communications/customer-experience-software-how-choose; en-US=learn/customer-communications/customer-experience-software; es=aprender/comunicacion-con-los-clientes/software-de-gestion-de-la-experiencia-del-cliente; fr-FR=apprendre/communication-clients/logiciel-gestion-experience-client; it-IT=imparare/comunicazione-con-i-clienti/i-programmi-per-il-customer-experience-management; ja-JP=manabi/kasutamaekusuperiensu-kanri/kasutamaekusuperiensu-kanri-ofuto-ea; nl-NL=leren/klantcommunicatie/software-voor-customer-experience-management,/en/resources/apex-guide-customer-communications-shopping,"Referenced from ""Customer experience management software: how to choose the right CXM solution for your company"" (resourcePage) at slug ""de-DE=lernen/kundenkommunikation/software-fuer-das-customer-experience-management; en=learn/customer-communications/customer-experience-software-how-to-choose; en-GB=learn/customer-communications/customer-experience-software-how-choose; en-US=learn/customer-communications/customer-experience-software; es=aprender/comunicacion-con-los-clientes/software-de-gestion-de-la-experiencia-del-cliente; fr-FR=apprendre/communication-clients/logiciel-gestion-experience-client; it-IT=imparare/comunicazione-con-i-clienti/i-programmi-per-il-customer-experience-management; ja-JP=manabi/kasutamaekusuperiensu-kanri/kasutamaekusuperiensu-kanri-ofuto-ea; nl-NL=leren/klantcommunicatie/software-voor-customer-experience-management"" via ctaItem / fallbackUrl on ""Make informed CCM purchase decisons with these expert insights (en-US)"" targeting ""The Guide to Customer Communications Shopping"".",https://prd.quadient.mmt.digital/en-us/ebooks-papers/5-steps-towards-more-impactful-customer-communications,"Original target is ""The Guide to Customer Communications Shopping"". ""5 Steps Towards More Impactful Customer Communications"" is the closest new-site match. Shared topic terms include customer, communications, communication. It stays within the customer communications area. It also matches the ebook paper intent. Signals: strong title/topic token overlap; matches downloadable resource type; matches customer communications topic."
6HVhk1dc8Lziq40XClMnrN,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/6HVhk1dc8Lziq40XClMnrN,Customer experience management software: how to choose the right CXM solution for your company - Content,richTextBlock,content,Sx72u0KzJ1bCTBqNepGap,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/Sx72u0KzJ1bCTBqNepGap,Customer experience management software: how to choose the right CXM solution for your company,de-DE=lernen/kundenkommunikation/software-fuer-das-customer-experience-management; en=learn/customer-communications/customer-experience-software-how-to-choose; en-GB=learn/customer-communications/customer-experience-software-how-choose; en-US=learn/customer-communications/customer-experience-software; es=aprender/comunicacion-con-los-clientes/software-de-gestion-de-la-experiencia-del-cliente; fr-FR=apprendre/communication-clients/logiciel-gestion-experience-client; it-IT=imparare/comunicazione-con-i-clienti/i-programmi-per-il-customer-experience-management; ja-JP=manabi/kasutamaekusuperiensu-kanri/kasutamaekusuperiensu-kanri-ofuto-ea; nl-NL=leren/klantcommunicatie/software-voor-customer-experience-management,/en/learn/customer-experience-management,"Referenced from ""Customer experience management software: how to choose the right CXM solution for your company"" (resourcePage) at slug ""de-DE=lernen/kundenkommunikation/software-fuer-das-customer-experience-management; en=learn/customer-communications/customer-experience-software-how-to-choose; en-GB=learn/customer-communications/customer-experience-software-how-choose; en-US=learn/customer-communications/customer-experience-software; es=aprender/comunicacion-con-los-clientes/software-de-gestion-de-la-experiencia-del-cliente; fr-FR=apprendre/communication-clients/logiciel-gestion-experience-client; it-IT=imparare/comunicazione-con-i-clienti/i-programmi-per-il-customer-experience-management; ja-JP=manabi/kasutamaekusuperiensu-kanri/kasutamaekusuperiensu-kanri-ofuto-ea; nl-NL=leren/klantcommunicatie/software-voor-customer-experience-management"" via richTextBlock / content on ""Customer experience management software: how to choose the right CXM solution for your company - Content"" targeting ""What is Customer Experience Management (CXM)?"".",https://prd.quadient.mmt.digital/en-us/learn/customer-communications/customer-experience-management,"Original target is ""What is Customer Experience Management (CXM)?"". ""What is customer experience management (CXM)?"" is the closest new-site match. Shared topic terms include customer, experience, management, cxm. It stays within the customer communications area. It also matches the ebook paper intent. Signals: same terminal slug; same page title; strong title/topic token overlap; matches customer communications topic."
